c_personid,c_name,c_name_chn,c_index_year,c_index_year_type_code,c_index_year_source_id,c_female,c_index_addr_id,c_index_addr_type_code,c_ethnicity_code,c_household_status_code,c_tribe,c_birthyear,c_by_nh_code,c_by_nh_year,c_by_range,c_deathyear,c_dy_nh_code,c_dy_nh_year,c_dy_range,c_death_age,c_death_age_range,c_fl_earliest_year,c_fl_ey_nh_code,c_fl_ey_nh_year,c_fl_ey_notes,c_fl_latest_year,c_fl_ly_nh_code,c_fl_ly_nh_year,c_fl_ly_notes,c_surname,c_surname_chn,c_mingzi,c_mingzi_chn,c_dy,c_choronym_code,c_notes,c_by_intercalary,c_dy_intercalary,c_by_month,c_dy_month,c_by_day,c_dy_day,c_by_day_gz,c_dy_day_gz,c_surname_proper,c_mingzi_proper,c_name_proper,c_surname_rm,c_mingzi_rm,c_name_rm,c_created_by,c_modified_by,c_self_bio,c_created_date,c_modified_date
305625,Fang Congzheng,方從政,1474.0,13.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Congzheng,從政,19.0,0.0,Index year algorithmically generated: Rule 9;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305629,Fang Xiang,方珦,1506.0,19.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Xiang,珦,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305630,Fang Bi,方璧,1506.0,19.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Bi,璧,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305631,Fang Gun,方琯,1506.0,19.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Gun,琯,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305632,Fang Rui,方瑞,1506.0,19.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Rui,瑞,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305633,Fang Qi,方玘,1506.0,19.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Qi,玘,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305634,Fang Jie,方玠,1506.0,19.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Jie,玠,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305635,Fang Shen,方深,1506.0,19.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shen,深,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305799,Fang Shi(Wife of Zhaoyi),方氏(趙釴妻),1515.0,3.0,132192.0,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Wife of Zhaoyi),氏(趙釴妻),19.0,0.0,Index year algorithmically generated: Rule 4W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305914,Fang Zhongren,方仲仁,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Zhongren,仲仁,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305915,Fang Gui,方貴,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Gui,貴,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305916,Fang Ren,方人,1477.0,13.0,,0.0,5333.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Ren,人,19.0,0.0,Index year algorithmically generated: Rule 9;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305922,Fang Jiugong,方九功,1505.0,21.0,,0.0,5333.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Jiugong,九功,19.0,0.0,Index year algorithmically generated: Rule 11;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305923,Fang Jiude,方九德,1509.0,19.0,,0.0,5333.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Jiude,九德,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305949,Fang Shi(Wife of Lumengbaoji),方氏(陸夢豹繼妻),1508.0,3.0,203523.0,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Wife of Lumengbaoji),氏(陸夢豹繼妻),19.0,0.0,Index year algorithmically generated: Rule 4W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
305957,Fang Shi(Mother of Zhoujian),方氏(周鍵母),1488.0,15.0,,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Mother of Zhoujian),氏(周鍵母),19.0,0.0,Index year algorithmically generated: Rule 9W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
306388,Fang Shi(Mother of Zhangdexi),方氏(張德熹母),1489.0,15.0,,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Mother of Zhangdexi),氏(張德熹母),19.0,0.0,Index year algorithmically generated: Rule 9W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
306715,"Fang Shi(Mother, Nominal of Zhangzhixue)",方氏(張志學嫡母),,,,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,"Shi(Mother, Nominal of Zhangzhixue)",氏(張志學嫡母),19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
307184,Fang Youdao,方有道,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Youdao,有道,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
307195,Fang Fa,方法,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Fa,法,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
307206,Fang Mao,方懋,1388.0,13.0,,0.0,4664.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Mao,懋,19.0,0.0,Index year algorithmically generated: Rule 9;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
307240,Fang Lin,方琳,1416.0,21.0,,0.0,4664.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Lin,琳,19.0,0.0,Index year algorithmically generated: Rule 11;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
307251,Fang Qi,方玘,1416.0,21.0,,0.0,4664.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Qi,玘,19.0,0.0,Index year algorithmically generated: Rule 11;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
307262,Fang Yu,方瑜,1420.0,19.0,,0.0,4664.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Yu,瑜,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
307273,Fang Li,方理,1420.0,19.0,,0.0,4664.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Li,理,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
307284,Fang Yao,方瑤,1420.0,19.0,,0.0,4664.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Yao,瑤,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
307295,Fang Zan,方瓚,1420.0,19.0,,0.0,4664.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Zan,瓚,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
307306,Fang Guan,方瓘,1420.0,19.0,,0.0,4664.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Guan,瓘,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
307317,Fang Jie,方玠,1420.0,19.0,,0.0,4664.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Jie,玠,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
307621,Fang Shi(Wangyizhong Mu),方氏(汪一中母),,,,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Wangyizhong Mu),氏(汪一中 母),19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
307819,Fang Shi(Mother of Fuqing),方氏(傅卿母),1483.0,15.0,,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Mother of Fuqing),氏(傅卿母),19.0,0.0,Index year algorithmically generated: Rule 9W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
309435,Fang Shi(Wife of Xuwenmian),方氏(徐文沔妻),1518.0,3.0,203746.0,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Wife of Xuwenmian),氏(徐文沔妻),19.0,0.0,Index year algorithmically generated: Rule 4W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
309950,Fang Shi(Father'S Late Wife of Haochengxing),方氏(郝成性前母),,,,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Father'S Late Wife of Haochengxing),氏(郝成性前母),19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
309971,Fang Shi(Wife of Lvkongliang),方氏(呂孔良妻),1520.0,3.0,203784.0,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Wife of Lvkongliang),氏(呂孔良妻),19.0,0.0,Index year algorithmically generated: Rule 4W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
310287,Fang Shi(Mother of Chengsigong),方氏(程嗣功母),1498.0,15.0,,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Mother of Chengsigong),氏(程嗣功母),19.0,0.0,Index year algorithmically generated: Rule 9W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
310558,Fang Xun,方巽,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Xun,巽,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
310559,Fang Wan,方琬,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Wan,琬,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
310560,Fang Ren,方仁,1484.0,13.0,,0.0,5443.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Ren,仁,19.0,0.0,Index year algorithmically generated: Rule 9;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
310564,Fang Chu,方初,1512.0,21.0,,0.0,5443.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Chu,初,19.0,0.0,Index year algorithmically generated: Rule 11;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
310565,Fang Xi,方禧,1516.0,19.0,,0.0,5443.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Xi,禧,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
311663,Fang Shi(Mother of Zhuzheng),方氏(諸正母),1401.0,15.0,,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Mother of Zhuzheng),氏(諸正母),19.0,0.0,Index year algorithmically generated: Rule 9W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
311757,Fang Maofu,方茂富,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Maofu,茂富,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
311758,Fang Taisun,方泰孫,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Taisun,泰孫,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
311759,Fang Hu,方虎,1486.0,13.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Hu,虎,19.0,0.0,Index year algorithmically generated: Rule 9;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
311764,Fang Xuanjing,方玄靜,1514.0,21.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Xuanjing,玄靜,19.0,0.0,Index year algorithmically generated: Rule 11;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
311765,Fang Yijing,方頤靜,1514.0,21.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Yijing,頤靜,19.0,0.0,Index year algorithmically generated: Rule 11;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
311766,Fang Wujing,方武靜,1518.0,19.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Wujing,武靜,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
311767,Fang Benjing,方本靜,1518.0,19.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Benjing,本靜,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
311768,Fang Shoujing,方守靜,1518.0,19.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shoujing,守靜,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
312482,Fang Wenzuan,方文纘,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Wenzuan,文纘,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
312483,Fang Shiming,方世明,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shiming,世明,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
312485,Fang Zhao,方照,1487.0,13.0,,0.0,4690.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Zhao,照,19.0,0.0,Index year algorithmically generated: Rule 9;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
312488,Fang Jiaqing,方家慶,1515.0,21.0,,0.0,4690.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Jiaqing,家慶,19.0,0.0,Index year algorithmically generated: Rule 11;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
312489,Fang Puqing,方普慶,1519.0,19.0,,0.0,4690.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Puqing,普慶,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
312490,Fang Keqing,方可慶,1519.0,19.0,,0.0,4690.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Keqing,可慶,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
312722,Fang Shi(Wife of Zhanli),方氏(詹理妻),1519.0,3.0,203974.0,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Wife of Zhanli),氏(詹理妻),19.0,0.0,Index year algorithmically generated: Rule 4W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
312744,Fang Shi(Mother of Wangjia),方氏(王价母),1501.0,15.0,,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Mother of Wangjia),氏(王价母),19.0,0.0,Index year algorithmically generated: Rule 9W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
313905,Fang Ce,方策,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Ce,策,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
313906,Fang Zizhong,方自中,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Zizhong,自中,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
313908,Fang Gong,方鞏,1488.0,13.0,,0.0,5732.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Gong,鞏,19.0,0.0,Index year algorithmically generated: Rule 9;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
313913,Fang Zhengyi,方正儀,1516.0,21.0,,0.0,5732.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Zhengyi,正儀,19.0,0.0,Index year algorithmically generated: Rule 11;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
313914,Fang Zhengming,方正明,1516.0,21.0,,0.0,5732.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Zhengming,正明,19.0,0.0,Index year algorithmically generated: Rule 11;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
313915,Fang Zhengchuan,方正傳,1516.0,21.0,,0.0,5732.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Zhengchuan,正傳,19.0,0.0,Index year algorithmically generated: Rule 11;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
314191,Fang Shen,方深,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shen,深,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
314192,Fang Liangjie,方良節,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Liangjie,良節,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
314193,Fang Zhongxi,方重熙,1490.0,14.0,,0.0,6034.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Zhongxi,重熙,19.0,0.0,Index year algorithmically generated: Rule 15;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
314198,Fang Youxi,方攸塈,1518.0,22.0,,0.0,6034.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Youxi,攸塈,19.0,0.0,Index year algorithmically generated: Rule 16;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
314199,Fang Shuyou,方叔猷,1518.0,22.0,,0.0,6034.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shuyou,叔猷,19.0,0.0,Index year algorithmically generated: Rule 16;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
314200,Fang Youning,方攸寧,1522.0,20.0,,0.0,6034.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Youning,攸寧,19.0,0.0,Index year algorithmically generated: Rule 17;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
314201,Fang Youyi,方攸宜,1522.0,20.0,,0.0,6034.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Youyi,攸宜,19.0,0.0,Index year algorithmically generated: Rule 17;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
314202,Fang Youju,方攸居,1522.0,20.0,,0.0,6034.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Youju,攸居,19.0,0.0,Index year algorithmically generated: Rule 17;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
314203,Fang Youxu,方攸敘,1522.0,20.0,,0.0,6034.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Youxu,攸敘,19.0,0.0,Index year algorithmically generated: Rule 17;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
314204,Fang Youtong,方攸同,1522.0,20.0,,0.0,6034.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Youtong,攸同,19.0,0.0,Index year algorithmically generated: Rule 17;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
314205,Fang Youbin,方攸賓,1522.0,20.0,,0.0,6034.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Youbin,攸賓,19.0,0.0,Index year algorithmically generated: Rule 17;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
314452,Fang Shi(Wife of Zhengfengyang),方氏(鄭逢陽妻),1517.0,3.0,204103.0,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Wife of Zhengfengyang),氏(鄭逢陽妻),19.0,0.0,Index year algorithmically generated: Rule 4W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
315187,Fang Shi(Mother of Qiyu),方氏(齊遇母),1489.0,15.0,,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Mother of Qiyu),氏(齊遇母),19.0,0.0,Index year algorithmically generated: Rule 9W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
315189,Fang Shi(Wife of Qiyuji),方氏(齊遇繼妻),1519.0,3.0,204155.0,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Wife of Qiyuji),氏(齊遇繼妻),19.0,0.0,Index year algorithmically generated: Rule 4W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
315469,Fang Shi(Mother of Xubing),方氏(徐炳母),,,,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Mother of Xubing),氏(徐炳母),19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
315470,Fang Shi(Wife of Xubing),方氏(徐炳妻),1526.0,6.0,129923.0,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Wife of Xubing),氏(徐炳妻),19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
315619,Fang Shi(Wife of Daishiyong),方氏(戴時雍妻),1517.0,3.0,204182.0,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Shi(Wife of Daishiyong),氏(戴時雍妻),19.0,0.0,Index year algorithmically generated: Rule 4W;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
315676,Fang Maoan,方懋安,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Maoan,懋安,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
315677,Fang Tai,方泰,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Tai,泰,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
315678,Fang Xiangqing,方祥慶,1485.0,13.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Xiangqing,祥慶,19.0,0.0,Index year algorithmically generated: Rule 9;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
315681,Fang Liangming,方良明,1513.0,21.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Liangming,良明,19.0,0.0,Index year algorithmically generated: Rule 11;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
315682,Fang Liangqi,方良啟,1517.0,19.0,,0.0,4688.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,Fang,方,Liangqi,良啟,19.0,0.0,Index year algorithmically generated: Rule 10;,0.0,0.0,,,,,,,,,,,,,load,,1.0,2013-09-23 00:00:00,
